Index,Dataset,Representative_Subsequence_Positions,DetectTime
349,QATS-4,"[100,120],[207,248],[329,391],[395,469],[473,546],[554,594],[661,738],[824,918],[965,1005],[1261,1301],[1322,1362],[1363,1403],[1428,1468],[1497,1537],[1584,1624],[1629,1669],[1754,1794],[1840,1880],[1892,1932],[1966,2006],[2009,2049],[2093,2319],[2350,2446],[2542,2582],[2587,2678],[2794,2834],[2929,3154],[3220,3260],[3307,3404],[3406,3446],[3514,3585],[3627,3692],[3736,3776],[3799,3839],[3882,3922],[4057,4117],[4131,4171],[4221,4261],[4266,4306],[4313,4413],[4463,4503],[4528,4628],[4680,4720],[4750,4819],[4844,4884],[5081,5121],[5311,5471],[5593,5633],[5643,5738],[5763,5825],[5856,5922],[5931,5998],[6019,6100],[6106,6146],[6194,6234],[6236,6276],[6320,6380],[6381,6421],[6444,6543],[6572,6612],[6637,6785],[6795,6835],[6874,6914],[6931,7021],[7038,7116],[7405,7479],[7482,7681],[7707,7747],[7782,7847],[7870,7910],[7946,8043],[8048,8113],[8153,8281],[8328,8368],[8395,8435],[8578,8618],[8639,8711],[8923,8963],[8970,9010],[9021,9140],[9157,9217],[9226,9322],[9333,9373],[9389,9429],[9437,9477],[9507,9629],[9647,9845],[9865,9945],[9965,10065],[10094,10156],[10169,10331],[10354,10420],[10468,10601],[10606,10667],[10713,10753],[10757,10828],[10893,10933],[10985,11052],[11058,11182],[11480,11520],[11566,11639],[11663,11777],[11869,12033],[12076,12116],[12268,12308],[12309,12373],[12450,12565],[12613,12653],[12781,12885],[12918,13057],[13071,13111],[13137,13177],[13201,13366],[13404,13444],[13472,13557],[13586,13840],[13865,13942],[14061,14101],[14202,14242],[14295,14431],[14437,14477],[14529,14716],[14732,14772],[14795,14933],[15033,15073],[15086,15146],[15196,15236],[15263,15303],[15318,15358],[15499,15634],[15640,15777],[15804,15893],[16108,16148],[16175,16242],[16249,16310],[16362,16431],[16436,16476],[16493,16575],[16612,16652],[16685,16745],[16763,16803],[16870,16910],[16957,16997],[17041,17140],[17161,17335],[17384,17424],[17496,17536],[17543,17583],[17625,17665],[17740,17856],[17894,17934],[17991,18066],[18117,18196],[18648,18716],[18786,18826]",39.0889
350,QATS-4,"[113,153],[194,256],[327,367],[387,427],[430,508],[512,552],[572,672],[729,769],[815,855],[958,1023],[1093,1183],[1195,1282],[1329,1369],[1398,1466],[1479,1539],[1578,1658],[1662,1702],[1764,1804],[1830,1892],[1975,2049],[2266,2420],[2436,2573],[2577,2617],[2640,2680],[2715,2755],[2777,2849],[2872,2962],[2989,3029],[3034,3113],[3156,3225],[3260,3300],[3308,3348],[3548,3624],[3644,3745],[3758,3841],[3886,3973],[4057,4097],[4346,4386],[4394,4434],[4500,4578],[4635,4794],[4804,4844],[5100,5140],[5162,5202],[5268,5308],[5337,5377],[5424,5464],[5469,5509],[5594,5634],[5680,5720],[5732,5772],[5806,5846],[5869,5909],[5933,6159],[6190,6277],[6381,6421],[6427,6518],[6634,6674],[6736,6994],[7060,7100],[7121,7187],[7204,7283],[7404,7533],[7550,7633],[7655,7790],[7791,7871],[7896,7936],[7957,7997],[8000,8040],[8059,8099],[8106,8146],[8153,8193],[8206,8246],[8258,8298],[8323,8402],[8409,8449],[8462,8502],[8513,8553],[8575,8658],[8675,8715],[8906,8976],[9043,9083],[9170,9236],[9255,9394],[9447,9555],[9575,9697],[9708,9782],[9796,9836],[9897,9937],[10027,10087],[10219,10292],[10351,10391],[10423,10463],[10478,10518],[10531,10592],[10623,10663],[10921,10961],[10988,11125],[11138,11264],[11366,11426],[11434,11494],[11501,11625],[11651,11691],[11721,11879],[11910,11950],[11992,12072],[12091,12131],[12162,12263],[12268,12308],[12548,12588],[12601,12667],[12681,12905],[12917,12957],[12973,13013],[13015,13151],[13181,13221],[13270,13366],[13368,13434],[13449,13529],[13548,13738],[13785,13899],[13938,14004],[14060,14185],[14190,14230],[14642,14682]",25.9137
351,QATS-4,"[100,120],[207,276],[329,391],[395,469],[473,546],[554,594],[661,738],[824,918],[965,1026],[1261,1301],[1322,1362],[1363,1403],[1428,1468],[1497,1537],[1584,1624],[1629,1669],[1755,1795],[1840,1880],[1892,1932],[1966,2006],[2009,2049],[2093,2319],[2350,2446],[2541,2581],[2587,2678],[2794,2834],[2907,3064],[3077,3137],[3220,3260],[3307,3404],[3406,3446],[3546,3586],[3630,3748],[3810,3850],[3861,3922],[3931,3971],[3979,4019],[4037,4097],[4126,4289],[4313,4353],[4366,4406],[4413,4453],[4497,4609],[4712,4752],[4825,4916],[4924,5030],[5101,5141],[5168,5305],[5356,5396],[5452,5492],[5507,5568],[5611,5651],[6104,6144],[6212,6252],[6268,6337],[6343,6494],[6521,6645],[6724,6764],[6779,6849],[6854,6927],[6976,7016],[7111,7171],[7183,7285],[7298,7424],[7526,7586],[7594,7654],[7661,7785],[7811,7851],[7876,8039],[8070,8110],[8152,8255],[8316,8460],[8703,8743],[8757,8821],[8841,9056],[9077,9117],[9133,9210],[9212,9331],[9341,9381],[9435,9475],[9486,9526],[9528,9594],[9609,9689],[9708,9898],[9965,10059],[10098,10164],[10220,10345],[10350,10390],[10802,10842]",14.237
352,QATS-4,"[113,153],[194,256],[327,367],[387,427],[430,508],[512,552],[572,672],[729,789],[815,855],[958,1023],[1093,1133],[1143,1183],[1195,1289],[1336,1376],[1397,1457],[1480,1540],[1578,1658],[1830,1892],[1975,2015],[2027,2067],[2283,2420],[2436,2476],[2497,2607],[2726,2805],[2809,2849],[2872,2962],[2989,3029],[3034,3113],[3156,3225],[3260,3300],[3565,3627],[3644,3727],[3757,3797],[3800,3860],[3885,4003],[4056,4096],[4117,4157],[4235,4373],[4376,4466],[4473,4629],[4669,4709],[4750,4885],[4970,5010],[5101,5200],[5217,5303],[5347,5387],[5424,5490],[5497,5558],[5611,5651],[5708,5824],[5867,5907],[6345,6420],[6468,6508],[6524,6593],[6599,6750],[6764,6804],[6872,6933],[6983,7058]",6.6186
353,QATS-4,"[80,120],[129,191],[215,255],[512,532],[547,587],[729,829],[879,919],[944,1013],[1096,1136],[1166,1235],[1241,1302],[1497,1554],[1727,1887],[2010,2154],[2179,2241],[2265,2338],[2347,2414],[2435,2516],[2534,2600],[2610,2650],[2652,2796],[2797,2837],[2860,2959],[2988,3028],[3053,3201],[3211,3251],[3294,3334],[3347,3437],[3454,3532],[3563,3603],[3820,3861],[3886,3973],[4057,4097],[4333,4386],[4394,4434],[4500,4578],[4662,4702],[4718,4758],[4804,4884],[5101,5141],[5162,5202],[5203,5243],[5268,5308],[5355,5395],[5424,5464],[5469,5509],[5591,5633],[5680,5720],[5727,5767],[5797,5908],[5973,6080],[6083,6123],[6144,6164],[6190,6230],[6310,6350],[6362,6402],[6413,6486],[6503,6543],[6554,6594],[6625,6665],[6771,6874],[6875,6960],[7040,7100],[7127,7187],[7216,7303],[7368,7408],[7417,7444],[7467,7507],[7532,7626],[7628,7668],[7671,7826],[7896,7937],[7994,8034],[8045,8085],[8099,8212],[8359,8399],[8408,8492],[8503,8565],[8567,8607],[8613,8673],[8685,8725],[8746,8810],[8853,8893],[8940,8980],[9025,9065],[9070,9110],[9143,9237],[9270,9310],[9325,9365],[9451,9518],[9527,9589],[9591,9679],[9688,9785],[9891,9963],[9973,10013],[10052,10193],[10211,10251],[10257,10333]",14.234
354,QATS-4,"[113,153],[194,256],[327,367],[387,427],[430,508],[512,552],[572,672],[729,789],[815,855],[958,1023],[1093,1133],[1143,1183],[1195,1281],[1335,1375],[1398,1438],[1479,1557],[1578,1658],[1662,1702],[1753,1793],[1830,1892],[1975,2051],[2266,2476],[2495,2573],[2577,2617],[2716,2756],[2777,2849],[2872,2962],[2989,3029],[3034,3113],[3156,3225],[3260,3348],[3565,3627],[3644,3745],[3758,3841],[3883,3948],[3992,4032],[4055,4117],[4313,4353],[4387,4427],[4477,4517],[4522,4562],[4585,4625],[4629,4669],[4719,4759],[4784,4853],[4936,4976],[5006,5075],[5356,5396],[5464,5504],[5567,5727],[5868,5994],[6019,6081],[6098,6163],[6187,6254],[6275,6356],[6362,6490],[6492,6660],[6668,6799],[6828,6868],[6891,7041],[7051,7091],[7149,7277],[7294,7372],[7642,7682],[7750,7790],[7859,7957],[8089,8192],[8317,8357],[8368,8613],[8626,8780],[8789,8829],[8847,8915],[8919,8980],[8983,9023],[9039,9112],[9148,9240],[9247,9399],[9403,9488],[9493,9533],[9669,9768],[9772,9847],[9908,10008],[10024,10064],[10080,10146],[10158,10198],[10200,10325],[10330,10403],[10414,10454],[10457,10707],[10719,10759],[10810,10850],[10941,11003],[11008,11048],[11173,11312],[11363,11403],[11427,11540],[11697,11737],[11756,11846],[11867,11958],[11963,12003],[12019,12059],[12101,12141],[12180,12220],[12234,12274],[12309,12386],[12409,12470],[12508,12548],[12572,12684],[12711,12776],[12778,12818],[12925,12965],[12984,13024],[13091,13154],[13161,13229],[13272,13464],[13467,13527],[13530,13570],[13602,13740],[13785,13870],[13930,13970],[13979,14019],[14041,14133],[14160,14313],[14391,14431],[14489,14529],[14564,14604],[14616,14656],[14683,14776],[14779,14819],[14849,14909],[14948,14988],[15011,15051],[15083,15221],[15234,15360],[15462,15522],[15530,15590],[15597,15721],[15747,15787],[15817,15857],[15864,15975],[16006,16046],[16088,16198],[16258,16359],[16364,16427],[16644,16684],[16697,16763],[16777,16857],[16896,17005],[17013,17053],[17111,17222],[17223,17263],[17277,17317],[17388,17462],[17464,17530],[17545,17625],[17655,17695],[17709,17834],[17881,17995],[18034,18100],[18155,18281],[18286,18326],[18738,18778]",41.6579
355,QATS-4,"[103,123],[185,257],[304,344],[396,436],[453,513],[749,788],[1536,1556],[1766,1810],[2540,2580],[2775,2815],[2886,2926],[3022,3235],[3299,3421],[3513,3588],[3602,3642],[3665,3705],[3761,3834],[3840,3860],[3918,4108],[4123,4163],[4185,4262],[4266,4306],[4307,4372],[4477,4517],[4521,4561],[4589,4629],[4825,5024],[5042,5082],[5089,5154],[5162,5202],[5268,5347],[5354,5396],[5421,5461],[5478,5518],[5520,5615],[5620,5651],[5854,5894],[5897,6004],[6108,6217],[6224,6264],[6282,6421],[6603,6721],[6793,6853],[6881,6922],[6960,7000],[7007,7047],[7077,7117],[7133,7185],[7214,7254],[7334,7374],[7398,7438],[7528,7568],[7640,7716],[7755,7795],[7814,7854],[7891,7931],[7933,7955],[7971,8011],[8012,8052],[8173,8277],[8292,8332],[8342,8417],[8462,8530],[8689,8761],[8796,8836],[8863,8937],[8973,9084],[9108,9175],[9181,9221],[9236,9500],[9532,9572],[9610,9650],[9662,9821],[9848,9909],[9963,10038],[10144,10217],[10224,10264],[10297,10357],[10475,10581],[10594,10772],[10888,10999]",14.8346
356,QATS-4,"[80,120],[123,232],[237,257],[309,349],[359,399],[406,519],[545,585],[596,636],[707,774],[786,826],[849,889],[945,985],[990,1105],[1110,1150],[1178,1239],[1241,1281],[1300,1388],[1393,1550],[1650,1714],[1726,1766],[1776,1905],[1942,1982],[1984,2105],[2128,2168],[2222,2262],[2265,2332],[2378,2418],[2521,2653],[2665,2705],[2710,2855],[2863,3130],[3211,3251],[3309,3349],[3350,3421],[3451,3609],[3665,3749],[3776,3953],[3968,4031],[4044,4117],[4143,4219],[4241,4438],[4531,4665],[4688,4728],[4782,4822],[4845,4885],[4886,4957],[4969,5009],[5014,5089],[5090,5140],[5196,5236],[5362,5463],[5473,5558],[5664,5704],[5708,5748],[5849,6042],[6105,6198],[6240,6280],[6293,6414],[6417,6457],[6492,6532],[6559,6633],[6636,6676],[6701,6819],[6872,6912],[6933,6973],[7051,7189],[7192,7282],[7289,7432],[7485,7525],[7566,7687],[7778,7844],[7896,8016],[8033,8119],[8163,8235],[8240,8306],[8313,8374],[8427,8467],[8524,8640],[8664,8753],[9196,9236],[9243,9283],[9287,9327],[9340,9408],[9432,9569],[9688,9748],[9799,9874]",12.0016
357,QATS-4,"[100,120],[161,181],[236,257],[378,449],[473,513],[1516,1536],[2284,2324],[2380,2420],[2435,2496],[2521,2581],[2629,2669],[2685,2754],[2777,2864],[2885,2925],[2944,2984],[3032,3072],[3139,3179],[3309,3349],[3397,3437],[3452,3522],[3564,3604],[3629,3747],[3800,3840],[3861,3901],[3979,4116],[4120,4210],[4217,4373],[4413,4453],[4494,4569],[4586,4626],[4714,4754],[4824,4944],[4961,5047],[5091,5131],[5168,5234],[5241,5302],[5355,5395],[5452,5568],[5593,5653],[6088,6164],[6212,6252],[6268,6337],[6343,6494],[6508,6548],[6616,6677],[6727,6802]",6.0654
358,QATS-4,"[80,120],[126,257],[266,362],[387,449],[473,513],[531,622],[637,677],[682,722],[729,802],[811,878],[899,980],[990,1030],[1067,1134],[1196,1236],[1241,1281],[1308,1455],[1460,1500],[1512,1552],[1773,1971],[2013,2085],[2092,2132],[2151,2213],[2284,2447],[2476,2516],[2522,2562],[2623,2663],[2777,2817],[2836,2876],[2931,2971],[3000,3040],[3042,3110],[3128,3168],[3307,3347],[3350,3534],[3544,3584],[3660,3700],[3858,3925],[3940,3980],[3990,4065],[4076,4116],[4128,4227],[4333,4409],[4444,4484],[4501,4541],[4542,4662],[4704,4744],[4757,4855],[4884,4924],[4930,5127],[5216,5278],[5335,5422],[5429,5629],[5638,5699],[5724,5764],[5792,5865],[5872,5912],[5936,6000],[6124,6229],[6244,6284],[6294,6420],[6446,6539],[6542,6638]",5.9188
359,QATS-4,"[100,120],[140,291],[311,417],[473,674],[697,770],[874,914],[1005,1172],[1209,1281],[1382,1596],[1614,1680],[1722,1828],[1847,1942],[2009,2196],[2233,2305],[2494,2595],[2610,2671],[2777,2849],[2878,2971],[3002,3073],[3289,3356],[3376,3440],[3562,3602],[3758,3798],[3803,3861],[3931,3971],[3980,4020],[4037,4117],[4126,4289],[4313,4371],[4569,4629],[4657,4793],[4826,4866],[5101,5141],[5166,5231],[5244,5284],[5352,5430],[5437,5477],[5521,5593],[5594,5793],[5852,5909],[5931,5971],[5989,6029],[6125,6165],[6220,6260],[6275,6336],[6381,6421],[6469,6509],[6525,6594],[6617,6913],[6988,7048],[7124,7188],[7237,7277],[7404,7532],[7550,7633],[7659,7790],[7791,7871],[7896,7936],[7957,7997],[8000,8040],[8059,8099],[8106,8146],[8153,8246],[8258,8298],[8322,8402],[8415,8502],[8513,8553],[8575,8658],[8669,8723],[8906,8961],[9255,9394],[9434,9555],[9563,9697],[9708,9782],[9796,9836],[9897,9937],[10027,10087],[10200,10292],[10351,10391],[10423,10463],[10478,10518],[10531,10592],[10623,10663],[10742,10782],[10921,10961],[10977,11125],[11138,11284],[11366,11426],[11434,11494],[11501,11625],[11651,11691],[11716,11964],[11985,12025],[12162,12263],[12268,12331],[12523,12588],[12601,12667],[12681,12905],[12917,12957],[12973,13013],[13015,13166],[13183,13223],[13283,13323],[13326,13366],[13368,13434],[13449,13529],[13548,13738],[13785,13899],[13938,14004],[14060,14185],[14190,14230],[14642,14682]",26.2358
360,QATS-4,"[129,257],[279,319],[512,532],[985,1025],[1034,1140],[1202,1301],[1322,1362],[1428,1557],[1581,1621],[1638,1678],[1680,1775],[1780,1800],[2013,2053],[2058,2169],[2278,2436],[2443,2571],[2777,2817],[2820,2881],[2973,3013],[3033,3074],[3120,3160],[3172,3212],[3246,3286],[3289,3349],[3374,3470],[3545,3585],[3632,3672],[3677,3717],[3916,3956],[4047,4096],[4110,4150],[4161,4249],[4290,4373],[4423,4463],[4483,4523],[4524,4604],[4608,4648],[4667,4728],[4729,4769],[4782,4865],[4908,4948],[5054,5119],[5120,5141],[5189,5229],[5234,5274],[5291,5377],[5384,5424],[5440,5480],[5495,5535],[5538,5578],[5590,5653],[5674,5754],[5867,5907],[5926,5988],[6071,6165],[6362,6511],[6526,6566],[6567,6669],[6673,6734],[6751,6791],[6821,6945],[6968,7058],[7085,7125],[7130,7209],[7252,7321],[7356,7425],[7644,7720],[7740,7841],[7854,8045],[8062,8140],[8173,8298],[8323,8385],[8402,8558],[8573,8613],[8618,8658],[8673,8738],[8747,8814],[8835,8916],[8941,8981],[9003,9070],[9132,9172],[9177,9236],[9271,9291],[9418,9480],[9558,9598],[9708,9748],[9767,9906],[9972,10067],[10092,10294],[10308,10348],[10409,10449],[10457,10497],[10539,10599],[10691,10753],[10764,10804],[10863,10903],[10935,10975],[10990,11030],[11043,11104],[11135,11175],[11232,11272],[11433,11473],[11480,11574],[11585,11625],[11647,11711],[11735,11797],[11973,12093],[12155,12195],[12202,12242],[12265,12339],[12398,12438],[12464,12504],[12526,12566],[12605,12645],[12679,12754],[12761,12821],[13016,13076],[13294,13334],[13335,13407],[13546,13678],[13679,13759],[13765,13827],[13838,13878],[13890,13930],[13954,14034],[14040,14390],[14404,14444],[14505,14545],[14569,14609],[14631,14770],[14809,14954],[14974,15057],[15328,15379],[15499,15635],[15640,15730],[15737,15884],[16108,16148],[16175,16242],[16249,16310],[16363,16431],[16445,16485],[16493,16575],[16611,16651],[16685,16745],[16763,16803],[16857,16897],[16911,16951],[16957,16997],[17038,17136],[17161,17335],[17368,17408],[17451,17491],[17498,17538],[17625,17665],[17740,17856],[17898,17938],[17991,18031],[18043,18083],[18136,18196],[18231,18271],[18284,18344],[18386,18426],[18480,18553],[18666,18706],[18715,18755],[18759,18822]",40.999
361,QATS-4,"[100,120],[140,276],[311,417],[473,674],[697,770],[874,914],[1005,1172],[1209,1281],[1378,1596],[1601,1691],[1722,1828],[1847,1942],[2029,2196],[2233,2306],[2494,2595],[2610,2671],[2778,2849],[2878,2966],[3002,3073],[3294,3356],[3362,3469],[3758,3798],[3818,3894],[3905,3945],[3967,4031],[4051,4091],[4095,4115],[4313,4413],[4475,4515],[4522,4562],[4569,4659],[4718,4758],[4784,4824],[4826,4886],[4925,4965],[4999,5074],[5336,5396],[5614,5654],[5655,5727],[5848,5889],[5898,5998],[5999,6079],[6115,6155],[6172,6252],[6274,6354],[6358,6398],[6403,6443],[6459,6499],[6627,6667],[6685,6764],[6825,6865],[6891,6931],[6951,7090],[7139,7275],[7288,7328]",6.8684
362,QATS-4,"[125,271],[283,440],[441,513],[560,600],[614,654],[731,788],[804,844],[869,949],[985,1025],[1037,1142],[1243,1340],[1366,1418],[1473,1539],[1582,1678],[1756,1796],[2008,2048],[2094,2188],[2283,2323],[2339,2434],[2523,2563],[2587,2627],[2651,2746],[2797,2837],[2858,2935],[2966,3006],[3033,3073],[3120,3160],[3172,3212],[3246,3353],[3370,3410],[3482,3522],[3546,3677],[3689,3729],[3734,3841],[3989,4029],[4032,4206],[4224,4294],[4300,4340],[4352,4373],[4399,4537],[4538,4694],[4764,4857],[4861,4921],[4944,4984],[5038,5078],[5081,5141],[5142,5213],[5225,5265],[5270,5396],[5453,5493],[5597,5721],[5734,5813],[5823,5863],[5921,5983],[6132,6172],[6218,6290],[6378,6481],[6486,6526],[6554,6615],[6632,6672],[6674,6714],[6737,6777],[6833,6873],[6875,6950],[6971,7032],[7056,7181],[7284,7347],[7377,7444],[7658,7698],[7701,7765],[7793,7833],[7842,7904],[7905,7956],[8012,8052],[8184,8277],[8310,8502],[8529,8569],[8597,8758],[8796,8836],[8853,8957],[8964,9004],[9021,9061],[9078,9236],[9258,9332],[9453,9493],[9594,9634],[9691,9731],[9742,9782],[9813,9885],[9945,10164],[10220,10325],[10425,10465],[10471,10556],[10655,10695],[10713,10753],[10764,10858],[10878,10961],[10969,11118],[11119,11199],[11224,11284],[11285,11368],[11387,11427],[11434,11474],[11477,11522],[11534,11574],[11586,11626],[11650,11730],[11738,11830],[11841,11881],[11903,11986],[11992,12053],[12069,12246],[12264,12304],[12508,12548],[12583,12736],[12761,12883],[12891,13012],[13036,13076],[13085,13164],[13225,13265],[13355,13415],[13547,13620],[13679,13719],[13753,13793]",22.9773
363,QATS-4,"[105,145],[149,257],[375,558],[564,624],[661,701],[721,783],[816,891],[913,1025],[1045,1115],[1151,1191],[1203,1277],[1297,1337],[1360,1400],[1457,1497],[1500,1629],[1641,1681],[1686,1793],[1869,1909],[2034,2137],[2150,2230],[2337,2377],[2380,2420],[2521,2588],[2634,2742],[2777,2817],[2831,2897],[2902,2942],[2970,3031],[3042,3082],[3090,3130],[3153,3193],[3249,3289],[3297,3337],[3405,3445],[3581,3677],[3689,3729],[3734,3844],[3873,3913],[4060,4154],[4177,4217],[4273,4313],[4332,4433],[4438,4478],[4506,4567],[4569,4609],[4628,4880],[4978,5039],[5054,5433],[5456,5496],[5550,5590],[5620,5660],[5689,5789],[5869,5909],[5910,5981],[5993,6033],[6038,6183],[6185,6283],[6289,6329],[6341,6458],[6539,6579],[6635,6676],[6701,6927],[6961,7025],[7029,7169],[7272,7312],[7386,7445],[7501,7541],[7551,7766],[7783,7823],[7834,7874],[7878,7993],[7997,8017],[8155,8195],[8238,8278],[8358,8537],[8558,8618],[8662,8722],[8750,8790],[8873,8913],[8919,8979],[8987,9097],[9155,9229],[9281,9347],[9430,9493],[9549,9589],[9613,9653],[9689,9729],[9776,9816],[9823,9863],[9893,9933],[9945,10005],[10061,10101],[10111,10178],[10200,10357],[10370,10496],[10598,10658],[10666,10726],[10733,10857],[10883,10923],[10948,11111],[11142,11182],[11224,11264],[11381,11495],[11496,11536],[11755,11820],[11833,11899],[11913,11993],[12012,12137],[12149,12189],[12205,12282],[12284,12358],[12360,12400],[12415,12455],[12499,12598],[12600,12666],[12681,12761],[12780,12904],[12910,12996],[13017,13131],[13170,13236],[13292,13417],[13422,13462]",22.9551
364,QATS-4,"[80,120],[129,191],[215,255],[512,532],[547,587],[729,829],[879,919],[944,1044],[1096,1136],[1166,1235],[1241,1302],[1503,1554],[1727,1887],[2009,2154],[2179,2246],[2255,2338],[2347,2414],[2435,2516],[2522,2600],[2610,2650],[2652,2836],[2860,2959],[2988,3028],[3053,3201],[3211,3251],[3309,3437],[3454,3532],[3564,3604],[3801,3933],[3945,3985],[3990,4097],[4216,4256],[4288,4629],[4655,4731],[4753,4870],[4882,4950],[5043,5177],[5200,5240],[5294,5334],[5357,5397],[5398,5469],[5481,5521],[5526,5652],[5709,5749],[5874,5977],[5990,6070],[6177,6260],[6361,6428],[6474,6514],[6518,6586],[6632,6737],[6742,6782],[6810,6870],[6893,6970],[6993,7033],[7089,7129],[7142,7187],[7246,7286],[7297,7337],[7345,7420],[7513,7578],[7593,7633],[7634,7700],[7804,7844],[7924,7985],[8074,8114],[8172,8317],[8367,8407],[8409,8469],[8525,8565],[8592,8665],[8685,8725],[8736,8776],[8806,8943],[8960,8981],[9196,9332],[9434,9583],[9586,9737],[9952,10049],[10121,10181],[10200,10241],[10286,10326],[10335,10375],[10399,10517],[10542,10582],[10662,10753],[10872,10912],[10919,10988],[10998,11038],[11046,11270],[11310,11350],[11433,11540],[11606,11646],[11651,11785],[11854,11894],[11919,12052],[12113,12182],[12193,12268],[12524,12564],[12621,12661],[12671,12821],[12823,12863],[12884,12924],[13024,13184],[13221,13261],[13288,13328],[13397,13477],[13481,13521],[13526,13638],[13734,13774],[13786,13826],[13837,13910],[13926,14037],[14056,14096],[14107,14147],[14206,14246],[14304,14398]",24.8182
365,QATS-4,"[113,153],[194,256],[327,367],[387,427],[430,505],[512,552],[572,672],[729,769],[815,855],[958,1023],[1093,1289],[1330,1370],[1397,1539],[1578,1658],[1764,1804],[1830,1892],[1975,2015],[2027,2067],[2283,2420],[2436,2476],[2497,2573],[2577,2617],[2736,2776],[2809,2849],[2872,2962],[2989,3029],[3052,3113],[3156,3225],[3260,3300],[3307,3347],[3565,3627],[3643,3683],[3687,3727],[3757,3797],[3800,3840],[3886,3926],[4009,4116],[4430,4470],[4495,4569],[4635,4675],[4690,4794],[4804,4844],[5100,5140],[5203,5243],[5247,5376],[5480,5520],[5592,5632],[5680,5720],[5727,5767],[5797,5837],[5850,5890],[5973,6080],[6102,6230],[6310,6350],[6360,6486],[6503,6543],[6554,6594],[6622,6662],[6715,6830],[6900,6974]",6.6684
366,QATS-4,"[80,120],[129,191],[215,255],[512,532],[547,587],[729,829],[879,919],[1096,1136],[1166,1235],[1241,1302],[1503,1554],[1727,1887],[2011,2154],[2179,2241],[2255,2338],[2347,2414],[2435,2516],[2522,2600],[2610,2650],[2652,2836],[2860,2959],[2988,3028],[3053,3201],[3211,3251],[3294,3334],[3347,3437],[3454,3532],[3547,3587],[3801,3855],[3926,4080],[4123,4163],[4219,4372],[4476,4516],[4596,4657],[4746,4786],[4844,4989],[5039,5079],[5089,5141],[5197,5237],[5264,5337],[5355,5397],[5418,5458],[5478,5615],[5632,5653],[5725,5786],[5837,6004],[6108,6183],[6194,6234],[6238,6278],[6281,6321],[6360,6421],[6493,6533],[6624,6721],[6793,6853],[6872,6912],[6960,7000],[7007,7047],[7077,7117],[7130,7170],[7214,7254],[7334,7374],[7393,7491]",7.4063
367,QATS-4,"[106,126],[209,249],[278,318],[342,402],[422,462],[473,513],[690,886],[893,953],[960,1025],[1126,1212],[1226,1305],[1338,1461],[1506,1546],[1554,1594],[1596,1793],[1878,1918],[1939,2018],[2084,2146],[2171,2231],[2268,2365],[2384,2536],[2541,2581],[2595,2635],[2637,2710],[2797,2880],[2922,2962],[2975,3015],[3033,3093],[3094,3134],[3154,3306],[3383,3423],[3564,3653],[3662,3722],[3729,3769],[3776,3816],[3863,3903],[3940,3980],[4006,4046],[4056,4116],[4182,4336],[4437,4517],[4521,4628],[4732,4772],[4852,4913],[5002,5042],[5081,5245],[5295,5335],[5357,5397],[5453,5493],[5520,5593],[5610,5650],[5674,5714],[5734,5871],[5917,5957],[5963,6003],[6093,6260],[6364,6439],[6450,6490],[6495,6535],[6537,6577],[6636,6676],[6860,6977],[7049,7109],[7129,7169],[7216,7256],[7263,7303],[7333,7373],[7403,7443],[7470,7510],[7590,7630],[7647,7747]",7.9292
368,QATS-4,"[105,145],[150,257],[393,513],[518,558],[564,649],[663,703],[721,761],[816,953],[954,1025],[1045,1115],[1180,1277],[1297,1337],[1360,1400],[1457,1497],[1498,1629],[1641,1681],[1686,1793],[1869,1909],[2041,2137],[2150,2229],[2239,2279],[2337,2377],[2380,2420],[2521,2588],[2634,2747],[2777,2817],[2831,2897],[2902,2942],[2970,3030],[3036,3076],[3090,3130],[3153,3193],[3249,3289],[3307,3347],[3374,3492],[3554,3594],[3605,3666],[3675,3715],[3723,3763],[3783,3845],[3870,4033],[4057,4097],[4110,4150],[4157,4197],[4241,4313],[4327,4367],[4463,4503],[4569,4660],[4668,4777],[4825,4885],[4912,5049],[5100,5140],[5196,5236],[5251,5312],[5353,5393],[5849,5889],[5926,5997],[6010,6082],[6107,6168],[6198,6238],[6275,6391],[6469,6509],[6525,6594],[6747,6787],[6897,6937],[6940,7035],[7057,7097],[7101,7181],[7282,7347],[7371,7444],[7645,7685],[7701,7765],[7793,7833],[7842,7904],[7905,7956],[8012,8052],[8196,8236],[8237,8277],[8310,8502],[8544,8584],[8597,8758],[8796,8836],[8864,9004],[9021,9061],[9065,9236],[9243,9346],[9452,9492],[9594,9634],[9687,9756],[9759,9799],[9818,9882],[9917,9957],[9965,10164],[10189,10325],[10421,10491],[10496,10553],[10588,10628],[10655,10695],[10703,10773],[10838,11016],[11101,11284],[11388,11428],[11508,11569],[11658,11698],[11737,11901],[11951,11991],[12003,12053],[12109,12149],[12176,12249],[12265,12305],[12320,12360],[12390,12590],[12769,12909],[13013,13095],[13097,13137],[13148,13188],[13193,13233],[13272,13363],[13515,13633],[13705,13765],[13794,13834],[13872,13912],[13919,13959],[13991,14031],[14041,14166],[14246,14286],[14307,14403]",25.1449
